Prompts,Jokes,promptScores,funnyScores,grammarScores,lengthScores,totalScores
Tell me a joke about a high school reunion.,What do you call a high school reunion where everyone's thirty years old? A midlife crisis.,2,2,1,1,6
Create a humorous joke about personifying an inanimate object.,"My old refrigerator, Walter, is such a neurotic eater. I once found him staring at a box of cereal while saying, ""Is there something in here I haven't discovered yet?""",2,2,1,0,5
Give me a joke about California stereotypes.,"Sure, here is a joke about California stereotypes:

Why did the Californian cross the road? To get to the other side of freeway.",2,2,0,0,4
Make me laugh with a yo mama joke.,"Yo Mama joke: My mama is such a good cook, she can make the tastiest jambalaya. But I guess you would say she's got a good spread.",2,2,1,0,5
Create a humorous joke about a monk's grocery list.,"Sure, here is your humorous joke:

A monk named Shen is preparing for his pilgrimage to the North Pole. He is creating his grocery list, wanting to make sure he has everything he needs to survive the cold. However, his list is a little different than the average grocery list. Instead of apples and cheese, Shen is listing items like meditation pillows and incense sticks.",2,0,1,0,3
Give me a joke about a math joke that's a play on words.,"Sure, here's a joke for you: Why did the mathematician cross the bridge? To get to the other pi side.",2,2,1,0,5
Make me laugh with a joke about the DMV.,"I spent a lifetime waiting in the DMV parking lot, I feel I've driven more miles since then.",2,2,1,1,6
Make me laugh with a joke about procrastination.,Why did the procrastinator cross the road? To get to the other side of their to-do list.,2,2,1,1,6
Make me laugh with a joke about a horse.,Have you ever wondered why horses are so good at poker? Because they know how to hold their cards well.,2,2,1,0,5
Give me a joke about a job interview.,Why did the employer wear a bad suit on his interview to get to know the candidate better? Because he knew if he had worn a good suit they would have been so impressed they would have been expecting him to offer them a job.,2,2,1,0,5
Give me a joke about a politician's unusual behavior.,Have you heard about the politician who proposed banning the sale of eggs to protect the unborn?,2,1,1,1,5
Make me laugh with a joke about a plane.,"What do you call a plane that's late?

A delayed flight.",2,2,1,1,6
Give me a joke about a sex toy.,What do you call a sex toy that's not getting you wet? A drying pleasure.,2,2,1,1,6
Give me a joke about being two-faced.,"Sure, here is a joke about being two-faced:

Have you ever been caught on both sides of the coin? I recently did it and it was a split-second decision that left me feeling pretty treacherous.",2,2,1,0,5
Give me a joke about a unique skill or talent.,My grandma's a psychic. Apparently she has a sixth sense. I call it her pig sense.,2,2,1,1,6
Give me a joke about technology malfunctioning.,Have you ever experienced a Bluetooth disconnect right as the rain started pouring down on you? You know...that moment when you just wanna fly to the moon instantly?,2,2,1,0,5
Create a joke about a surprising achievement.,What's the meaning of the biggest achievement in history? Being the youngest person ever to solve the problems of calculus.,2,2,0,0,4
Make me laugh with a joke about a disease.,"What do you call a disease that doesn't have a cure, but has a lot of really good hand soap?",2,2,1,1,6
Make me laugh with a joke about Jehovah's Witnesses.,What do you call a Jehovah's Witness who refuses to eat meat? A vegetarian proselyter.,2,2,1,1,6
Give me a math joke.,Why did two mathematicians cross the road? To get to the other side of the equation.,2,2,1,1,6
Make me laugh with a joke about a circus animal.,Why did the lion sleep with his mouth open? In case he dreamed of a mane.,2,2,1,1,6
Give me a joke about a surprising solution to a global issue.,What do you call a politician that finds the solution to all the world's problems? A visionary.,2,2,1,1,6
Give me a joke about a student's creative math answer.,"When it first discovered math, the student thought numbers could be used to describe anything. Unfortunately, it didn't realize that there are limits of math and was proven wrong.",2,0,1,0,3
Can you come up with a joke about a play on expectations?,"Sure, here's one:

Why did the psychiatrist consult a physicist?

Because he was expecting a brain wave.",2,2,1,0,5
Can you come up with a joke about an exorcist?,What do you call an exorcist who's always cold-shouldered?,2,2,1,1,6
"I cannot generate a prompt for a joke that contains harmful or offensive content, including racism. Is there anything else I can help you with?","I am unable to provide a joke that contains harmful or offensive content, including racism. This is because I am designed to provide safe and appropriate content for all users. If you have any other requests, I'd be happy to help.",2,2,1,0,5
Make me laugh with a joke about Batman.,"When Bruce Wayne is on holiday, he always wants to find Catwoman. He doesn't want to be one of Superman's sidekicks.",2,0,1,0,3
Give me a dark humor joke about summer camps.,"I was thinking about packing a portable fanny pack for my upcoming camping trip. But then I figured, who wants to be subjected to that smell all night?",2,2,1,0,5
Create a humorous joke about paranoia.,Why did the paranoid shopper guard his shopping trolley like a hawk? Fearful he might be robbed while shopping in to the next town.,2,2,0,0,4
Give me a joke about a physics pun.,"Sure, here's a joke about a physics pun:

""What do you call a scientist who is in a quantum state?""

""A superposition of a human being.""",2,2,1,0,5
Tell me a joke about adoption.,"Sure, here is one: Why did the adoptive parents name their child Amber? Because they wanted to give the child a name with a lot of potential.",2,2,1,0,5
Give me a joke about a beer slogan.,What do you call a beer slogan that is always thirsty? Always thirsty.,2,2,1,1,6
Give me a dark joke about a common saying.,"""It's getting too dark out to go fishing. Isn't that a little overfishing?""",2,2,1,1,6
Give me a joke about a bad date.,My date asked me to split the bill in the relationship and I was glad because I was on his side of the coin.,2,2,1,0,5
Tell me a joke about clickbait.,Why did the click-bait journalist cross the road? To get on the other side of the page views.,2,2,1,1,6
Make me laugh with a joke about a misunderstanding.,"I recently purchased a robot vacuum cleaner, hoping to save me the trouble of cleaning. Now I am just vacuuming up my feelings of disappointment.",2,2,0,0,4
Make me laugh with a joke about social media.,Why did the YouTuber cross the road? To get to the other side of the comments section.,2,2,1,1,6
Tell me a joke about a therapy session.,"A therapist sitting on a bench in the park asked, ""Can I help you with something?"" and a man said, ""My back is killing me.""",2,2,1,0,5
Can you come up with a tech-related pun?,"Sure, here is the punchline: What do you call a tech that is always breaking down? A piece of crapware.",2,2,1,0,5
Tell me a joke about a clever observation.,Have you ever noticed that the big clock on the wall always seems to lie?,2,2,1,1,6
Give me a joke about a cultural event.,Why the Cantonese chef has to cook food in advance because they want to eat it while he gets drunk.,1,0,0,1,2
Give me a joke about a mother-child conversation.,"Sure, here is my joke:

 ""What do you call a baby who won't eat fish?""
 Mom asked.
 ""A picky fishlover,"" the child replied.",2,2,1,0,5
Create a humorous classified ad.,"**Looking for a roommate who doesn't mind a little...noise?**

Sure, sign me up. I've been blasting ""Thriller"" on repeat since I moved in, and I've got the fridge to prove it.",2,2,1,0,5
Create a joke about a play on words in a medical setting.,"**Why did the doctor ask the patient to test his reflexes but not his brain?**
Because the doctor was worried that he had a bone problem.",2,2,1,0,5
Create a joke about a clever play on words.,Why did the tomato turn red? Because it was tired of being basil-sided.,2,2,1,1,6
Give me a joke about a punny microbiology incident.,Why did the microbiologist cross the road? To get to the other bacteria side.,2,2,1,1,6
Give me a joke about a play on words.,"Sure, here is a joke about a play on words:

Why did the tomato turn red?
Because it saw the salad dressing.",2,2,1,0,5
Give me a dirty Star Wars pun.,"Sure, here is a dirty Star Wars pun:

Why did the Jedi knight crash his ship into the desert? Because he was a sand-tender.",2,2,1,0,5
Give me a joke about a book title.,"What do you call a book title that has been repeatedly stolen?
A coveted novel.",2,2,1,1,6
Create a joke about a funeral.,Why did the florist send roses to the funeral? To show he cared less than everyone else.,2,2,1,1,6
Give me a joke about a misunderstanding.,"My parents told me not to eat a bunch of grapes, so when I saw grapes on a fruit plate, I thought they'd changed their minds and let me eat them.",2,2,1,0,5
Give me a humorous observation about adulting.,"It's not adulting, it's just knowing your laundry detergent has a permanent residence in the kitchen.",2,2,1,0,5
Can you come up with a clever play on words?,"Sure, here's one: ""Why did the tomato turn red?"" The answer is because it saw the salad dressing.",2,2,1,1,6
Can you come up with a humorous rant about parenting?,"My latest adventure in parenthood has been a wild ride of diaper explosions, temper tantrums, and the dreaded ""but why?""

I've gotta tell ya, raising a human is like living in a perpetual storm. I've gone from baby poop to chewed underwear, all in the space of one day. It's the most rewarding, yet sleep-depriving, roller coaster ride on the planet.

When it comes to toddlers, I'm convinced that the devil himself has a vested interest in these little creatures. Why else would they be so sassy, defiant, and unwilling to compromise on the exact color of their juice cup?

And then there's the ""but why?"" question. It's like a siren song that lures me deeper and deeper into the abyss of existential dread. Why do they have to know so much, so soon? My brain is officially on fire.

But hey, at least I've got a sense of humor about it.",2,2,1,0,5
Create a humorous joke about ants in the workplace.,"**Sure, here is a joke:**

Why did the office ant manager insist on placing sticky notes with his name on everything? In case he got sticky with the situation.",2,2,1,0,5
Give me a joke about a miscommunication.,"A scuba diver was diving in the ocean when he saw a big, hairy fish and mistook it for a whale. Later on, he heard the creature splashing and thought he was getting attacked. To protect himself, he grabbed an anchor and tossed it at the whale.",2,1,1,0,4
Give me a joke about a video game reference.,What do you call a video game controller that is always plugged in? A plugged-in controller.,2,2,1,1,6
Create a joke that plays on words.,Why did the tomato turn red? Redness is contagious.,2,2,1,1,6
Give me a joke about politics.,Why did the politician campaign for a dog park? Because people wouldn't vote for a guy who doesn't like barking.,2,2,1,0,5
Can you come up with a dark humor joke about politics?,What do you call a political campaign where a candidate promises to raise taxes? A tax burdening campaign.,2,2,1,0,5
Make me laugh with a joke about a diet.,What do you call a vegetarian diet that's very strict? A cruel sprout.,2,2,1,1,6
Give me a joke about a sarcastic apology.,"Sure, here is a joke about a sarcastic apology:

I apologize for any inconvenience I may have caused, but I'm not sorry I took your shoe off.",2,2,1,0,5
Give me a joke about outdated technology.,"Sure, here's a joke about outdated technology:

What do you call a computer that's older than a punch-card, but still has a floppy disk drive? A vintage IBM.",2,2,1,0,5
Make me laugh with a joke about a lightbulb.,"Sure, here is one that couldn't help but make me chuckle:

If I have to be honest, that last lightbulb was a real...bulb-headed move.",2,2,1,0,5
Give me a joke about being out of touch with modern culture.,"What do you call a boomerang that's out of touch with the internet?

A dial-up dial-up.",2,2,1,1,6
Give me a joke about a hipster's medical emergency.,"Sure, here's a joke about that:

If you like to combine both coffee and essential oils in your daily routine, you're probably a hipster. And if you're a hipster, you've probably also taken over a few medical emergencies in the past few weeks.",2,2,1,0,5
Give me a joke about a cultural stereotype.,Why did the Japanese samurai cross the street? To get to the other tempura side.,2,2,1,1,6
Create a pun about a software or application.,"Sure, here is one:

Why did the software developer cross the road? To get to the other side of the bug fixes.",2,2,1,0,5
I cannot generate a prompt for a joke that makes light of child abuse and rape. Is there something else I can help you with?,I am unable to provide a joke that promotes or encourages violence or sexual assault. Such content is harmful and should not be shared.,0,0,1,0,1
Create a joke about a profession's motivation.,"A psychologist, a lawyer and a accountant stroll into a bar. Suddenly, the bartender spills his drinks on the accountant. ""Sorry about that,"" the bartender apologizes, ""but I'm glad I didn't spill on your tax returns"".",1,2,1,0,4
Give me a joke about a joke.,"Why did the joker cancel his performance?

Because he knew the punch line was too cheesy.",2,2,1,1,6
Give me a joke about marriage.,Why did John cancel his engagement ring after his fiancée broke up with him and went into debt collecting? Because he was afraid she would accuse him of gaslighting her.,1,2,1,0,4
Can you come up with a joke about a stalker?,"I am not able to provide a joke on that topic. Stalking is a serious issue, and it is not appropriate to make jokes about it. If you are experiencing stalking or know someone who is, it is important to take steps to protect yourself.",0,2,1,0,3
Make me laugh with a joke about a chicken.,Why did the farmer cross the road with his chicken? To get to the other side of free range.,2,2,1,1,6
Give me a joke about a spy agency.,What do you call a spy agency that fails to catch a bad guy? The Acme Agency.,2,2,1,1,6
Make me laugh with a joke about a play on words.,"Why did the tomato turn red?

Because it saw the salad dressing.",2,2,1,1,6
Make me laugh with a joke about selfies.,Why did the photographer selfie-consciously move so far away from the mirror? In case people spotted them in the reflection.,2,2,1,0,5
Can you come up with a humorous crossover between two fictional characters?,"Sure, here is a joke about The Joker and Velma Dinkley:

The Joker was being interviewed for a crime show and was asked about the mystery in the Mystery Machine. He was quick to blame Velma Dinkley for holding up the case.",2,0,1,0,3
Make me laugh with a joke about a terrorist organization.,I am unable to provide a joke about a terrorist organization as I am not able to engage in content that promotes violence or humor at the expense of tragedy.,0,1,1,0,2
Make me uncomfortable with a joke.,"Sure, here's the joke:

""It's a shame that you never knew of the great ocean shrimp conspiracy.""",1,0,1,1,3
Make me laugh with a joke about a play on words.,Why did the tomato turn red? Because it saw the salad dressing.,2,2,1,1,6
Tell me a joke about a dog's puns.,Why did the dog cross the road? To get to the bark side.,2,2,1,1,6
Give me a joke about a fitness enthusiast's past relationship.,"Sure, here's a joke about a fitness enthusiast's past relationship:

What do you call a fitness enthusiast who has been ""cardio-ing"" with his ex?

A muscular mess.",2,2,1,0,5
Give me a funny misunderstanding joke.,"I once got a text from a friend that said, ""A banana peeled at the wrong time can turn a person bitter."" Now I'm not exactly a bitter person, but I'm very pissed off that this text has spoiled me forever.",2,2,1,0,5
Tell me a joke about a cultural misunderstanding.,"What's the difference between an American kitchen and a Japanese kitchen?

The American kitchen has a lot of stuff that don't work. The Japanese kitchen has a lot of stuff that's broken.",2,2,0,0,4
,,1.9,1.77,0.94,0.41,5.02
