Prompts,Jokes
Make me laugh with a joke about being single.,"Sure, here's a joke about being single:

What do you call a single woman who is always being set up on blind dates?

The Dating Dodo<eos>"
Make me laugh with a joke about a musician.,"Sure, here is a joke for you:

What do you call a musician who is always getting his equipment stolen?

The answer is: A troubadour in trouble.<eos>"
Can you come up with a joke about an octopus?,"Sure, here is a joke about an octopus:

What do you call an octopus that is always getting lost?

A wandering inkwell.<eos>"
Give me a joke about fashion advice.,"Sure, here is a joke about fashion advice:

Why did the fashion designer cross the road?

To get to the other side of the runway.<eos>"
Give me a joke about a funeral.,"Sure, here is a joke about a funeral:

What do you call a funeral where a person is not dead?

A wake.<eos>"
Make me laugh with a music pun.,What do you call a music store that plays rap music? A hip hop store.<eos>
Give me a joke about social media.,"Sure, here is a joke about social media:

What do you call a social media post that is full of bad grammar and spelling errors?

A mess post.<eos>"
Can you come up with a joke about a famous psychologist?,"Sure, here is a joke about a famous psychologist:

What do you call a psychologist who is always getting people to open up to him?

A good listener.<eos>"
Make me laugh with a joke about dinosaurs.,"Sure, here is a joke to make you laugh:

What do you call a dinosaur that is always getting lost?

A Dino-Novice.<eos>"
Give me a joke about toilet paper.,"Sure, here is a joke about toilet paper:

Why did the toilet paper manufacturer put a warning on their product?

Because of the risk of butt crackin'.<eos>"
Give me a joke about a political event.,"Sure, here is a joke about a political event:

What do you call a political event that is not very well attended?

A sparsely attended caucus.<eos>"
Make me laugh with a joke about a cat.,"Sure, here is a joke for you:

What do you call a cat that is always getting into trouble?<eos>"
Give me a joke about marriage.,Why did the man cross the road? To get to the other side of the relationship.<eos>
Give me a joke about the water cycle.,"Sure, here is a joke about the water cycle:

What do you call a water droplet that is constantly evaporating and condensing?<eos>"
Give me a joke about politics.,"Sure, here is a joke about politics:

What do you call a politician who is always getting himself into trouble?

A troublemaker.<eos>"
Make me laugh with a joke about marriage.,My wife and I have been married for 20 years. The secret to a successful marriage is to find a woman who will tolerate you.<eos>
Give me a joke about a kitchen utensil.,"Sure, here is a joke about a kitchen utensil:

What do you call a spatula that's always getting stuck in the pan?<eos>"
Make me laugh with a joke about beer.,"Sure, here's a joke for you:

What do you call a beer that's always getting you drunk?

The answer is: A potent brew.<eos>"
Create a joke about elements.,"Sure, here is a joke about elements:

What do you call a hydrogen atom that is always getting close to oxygen?<eos>"
Make me laugh with a joke about a play on words.,"Sure, here is a joke for you:

What do you call a boomerang that won't come back? A stick.<eos>"
Make me laugh with a joke about the internet.,"Sure, here is a joke for you:

What do you call a website that is always crashing?

A buggy website.<eos>"
Give me a joke about body parts.,"Sure, here is a joke about body parts:

What do you call a man who has a big nose and a small mouth?

A funny face.<eos>"
Make me laugh with a joke about a bad husband.,My husband is so bad at parking that he can't even park in the parking lot.<eos>
Give me a joke about a dentist's office.,"What do you call a dentist's office that is open on the weekend?

The answer is: A weekend warrior's dream.<eos>"
Give me a joke about a fast food worker.,"Sure, here is a joke about a fast food worker:

What do you call a fast food worker who is always running out of food?

The answer is: A greasy spoon bandit.<eos>"
Give me a joke about a vampire's social life.,"Sure, here is a joke about a vampire's social life:

What do you call a vampire who is always invited to parties but never shows up?

A party pooper.<eos>"
Make me laugh with a joke about cows.,"Sure, here is a joke about cows:

What do you call a cow that is always getting stuck in the mud?

The answer is: A moo-ing mess.<eos>"
Make me laugh with a joke about science.,"Sure, here is a joke about science:

What do you call a scientist who is always getting lost?

A nomad atom.<eos>"
Give me a joke about a dating website.,"Sure, here is a joke about a dating website:

What do you call a dating website that is always on the lookout for new members?

A horny hive.<eos>"
Make me laugh with a joke about movie puns.,"Sure, here's a joke for you:

What do you call a movie that is always late?<eos>"
Give me a joke about a bad boyfriend.,"Sure, here's a joke about a bad boyfriend:

Why did the bad boyfriend cross the road?<eos>"
Create a joke about royal etiquette.,"Sure, here is a joke about royal etiquette:

What do you call a royal family member who is always getting lost?

A wanderer king.<eos>"
Make me laugh with a joke about turtles.,"Sure, here's a joke about turtles:<eos>"
Make me laugh with a joke about a historical figure.,"Sure, here is a joke about a historical figure:

What do you call a politician who is always getting himself into trouble?<eos>"
Make me laugh with a joke about a chiropractor.,"Sure, here is a joke about a chiropractor:

What do you call a chiropractor who is always cracking jokes?

A funny back.<eos>"
Make me laugh with a joke about immigration.,"Sure, here is a joke for you:

What do you call a person who immigrates to the United States illegally?

The answer to this question is a bit sensitive and I am not able to provide the answer.<eos>"
Give me a joke about doing laundry.,"Sure, here is a joke about doing laundry:

Why did the laundry detergent company name their product ""Tide""?

Because it was the tide of the time.<eos>"
Give me a joke about computer security.,"Sure, here is a joke about computer security:

What do you call a computer that's been compromised?

A compromised system.<eos>"
Give me a joke about a search engine.,"Sure, here's a joke about a search engine:

What do you call a search engine that is always giving you the wrong information?

The answer is: A biased web crawler.<eos>"
Make me laugh with a joke about babysitting.,"Sure, here is a joke for you:

What do you call a babysitter who is always getting the kids to do what she says?

The answer is: A dictator.<eos>"
